taxpayer_id,afm,sector,income,declarations_last_3y,avg_declaration_amount,days_since_last_audit,sector_risk_score,income_volatility,declared_employees,is_flagged
11909,939126304,CONSTRUCTION,37731.06,9,33658.27,134,0.55,0.414,18,0
11910,858702775,RETAIL,25427.42,0,23604.58,453,0.35,0.489,38,0
11911,991286055,HEALTHCARE,89896.44,9,54221.24,1120,0.2,0.673,11,0
11912,357904087,RETAIL,48618.57,10,35988.91,1553,0.35,0.114,50,0
11913,811766362,HEALTHCARE,18691.96,3,5339.84,1756,0.2,0.695,12,0
11914,557787206,AGRICULTURE,77689.15,0,42383.84,561,0.4,0.36,50,0
11915,809833501,HEALTHCARE,27981.14,6,28267.9,201,0.2,0.717,22,0
11916,570722484,RETAIL,0,4,0,1724,0.35,0.133,44,0
11917,284826851,CONSTRUCTION,69451.92,7,72786.31,1396,0.55,0.538,34,0
11918,345740575,RETAIL,33213.05,0,11971.72,1365,0.35,0.215,39,0
11919,276179947,TOURISM,12309.09,10,9729.48,331,0.45,0.149,27,0
11920,527551481,FINANCE,62019.74,10,41785.83,809,0.3,0.323,44,0
11921,385010342,AGRICULTURE,16985.65,10,18874.34,595,0.4,0.52,30,0
11922,185108405,CONSTRUCTION,6103.89,2,1417.31,751,0.55,0.485,36,0
11923,674086967,HEALTHCARE,17768.44,12,15637.55,752,0.2,0.665,13,0
11924,032009244,TECH,60963.18,12,32617.06,258,0.15,0.274,35,0
11925,166894752,AGRICULTURE,10586.5,3,8452.34,1755,0.4,0.532,20,0
11926,323183802,TOURISM,33841.71,11,52122.94,455,0.45,0.18,16,0
11927,132391549,HEALTHCARE,33505.03,4,29509.77,1503,0.2,0.772,50,0
11928,881728050,TOURISM,64727.62,8,71656.37,455,0.45,0.841,13,0
11929,670371047,AGRICULTURE,43633.78,11,61055.47,1487,0.4,0.075,6,0
11930,258135819,TECH,20984.65,11,15994.19,1479,0.15,0.253,161,0
11931,764770777,RETAIL,5787.03,12,5706.83,1062,0.35,0.83,8,0
11932,513679612,HEALTHCARE,12218.33,7,5923.89,1032,0.2,0.139,26,0
11933,658859621,TOURISM,20031.2,1,13554.61,1232,0.45,0.494,23,1
11934,617110862,TECH,115874.25,5,69928.57,813,0.15,0.428,37,0
11935,575910618,AGRICULTURE,46476.38,3,56121.25,18,0.4,0.392,22,0
11936,041255078,TOURISM,57936.88,3,63061.1,283,0.45,0.299,42,0
11937,791621298,TECH,20272.21,4,0,1484,0.15,0.79,58,0
11938,356305615,CONSTRUCTION,58414.52,10,70084.74,1061,0.55,0.142,32,0
11939,273602453,TOURISM,30123.62,4,18991.34,1753,0.45,0.482,45,0
11940,005793456,HEALTHCARE,58585.68,7,58937.21,1611,0.2,0.137,38,0
11941,751100280,CONSTRUCTION,60935.84,0,34084.62,148,0.55,0.383,45,0
11942,919513644,FINANCE,58423.87,1,46607.39,938,0.3,0.529,4,0
11943,301157119,FINANCE,88426.71,10,81514.2,119,0.3,0.122,43,0
11944,763746740,FINANCE,69143.59,9,93866.01,1027,0.3,0.275,12,0
11945,535517584,CONSTRUCTION,55771.67,10,25344.98,1017,0.55,0.148,36,0
11946,963181455,HEALTHCARE,14284.0,12,13626.47,1082,0.2,0.744,27,0
11947,057772310,FINANCE,15553.96,3,13466.41,443,0.3,0.182,8,0
11948,629425113,HEALTHCARE,67944.72,9,60173.8,1623,0.2,0.065,17,0
11949,463378158,HEALTHCARE,76971.02,12,71995.47,1652,0.2,0.353,9,0
11950,404441286,CONSTRUCTION,78809.33,10,50586.63,1168,0.55,0.118,35,0
11951,074304301,RETAIL,0,5,0,56,0.35,0.29,15,0
11952,899075120,TOURISM,0,9,0,1799,0.45,0.715,4,0
11953,286582897,RETAIL,71488.86,5,51522.64,262,0.35,0.555,13,0
11954,600177666,HEALTHCARE,66563.63,2,48894.77,115,0.2,0.207,50,0
11955,076325751,HEALTHCARE,70359.78,10,53536.37,1420,0.2,0.418,33,0
11956,343608635,TECH,61925.78,5,64953.18,26,0.15,0.55,156,0
11957,361572240,FINANCE,80464.91,0,29601.75,507,0.3,0.497,41,0
11958,325347681,AGRICULTURE,33761.09,6,47246.97,990,0.4,0.562,30,0
11959,741470253,RETAIL,0,10,0,754,0.35,0.257,23,0
11960,724959860,RETAIL,58064.71,2,69179.55,1415,0.35,0.562,5,0
11961,955735150,FINANCE,57337.47,0,58341.1,1422,0.3,0.829,36,0
11962,520194554,AGRICULTURE,56691.77,2,37913.18,326,0.4,0.766,8,0
11963,411291538,CONSTRUCTION,68195.44,10,47849.17,1266,0.55,0.648,32,0
11964,258200064,AGRICULTURE,49200.14,3,1962.67,517,0.4,0.416,16,0
11965,803502410,TECH,46435.86,3,33630.07,1404,0.15,0.439,140,0
11966,558466575,TECH,42207.35,11,33522.49,931,0.15,0.122,121,0
11967,367837179,CONSTRUCTION,29336.85,3,26562.78,1098,0.55,0.451,20,0
11968,036347991,AGRICULTURE,11933.21,9,14028.71,914,0.4,0.59,1,0
11969,757880081,HEALTHCARE,55959.34,7,39920.98,1593,0.2,0.488,46,0
11970,829717265,TECH,13484.18,1,10492.04,1638,0.15,0.18,74,0
11971,352149518,HEALTHCARE,46160.82,8,39628.68,426,0.2,0.384,36,0
11972,620747842,CONSTRUCTION,41115.04,3,21960.68,1551,0.55,0.77,20,0
11973,369730857,TOURISM,29578.93,4,22838.01,554,0.45,0.379,25,0
11974,843818440,FINANCE,69336.82,11,44856.21,1480,0.3,0.206,12,0
11975,937720893,TOURISM,24220.85,10,29120.17,1494,0.45,0.4,49,0
11976,537806422,TOURISM,47189.99,0,27490.39,1700,0.45,0.151,33,0
11977,969508764,HEALTHCARE,58916.13,2,9831.16,1666,0.2,0.465,42,0
11978,977259214,TOURISM,10541.67,5,5101.79,86,0.45,0.662,31,0
11979,903372248,AGRICULTURE,44013.15,8,38302.67,668,0.4,0.83,22,0
11980,544902190,CONSTRUCTION,56359.1,7,64567.32,1586,0.55,0.659,31,0
11981,241925424,CONSTRUCTION,49493.49,2,45911.1,1567,0.55,0.324,37,0
11982,408081880,CONSTRUCTION,46141.02,12,18517.42,545,0.55,0.841,15,0
11983,346672383,HEALTHCARE,26796.76,4,9232.57,1135,0.2,0.252,37,0
11984,421261753,FINANCE,44616.02,7,20235.21,665,0.3,0.56,20,0
11985,383925517,CONSTRUCTION,34576.61,3,49379.06,1022,0.55,0.383,9,0
11986,668594761,TOURISM,69227.3,9,19199.84,502,0.45,0.494,11,0
11987,319928200,FINANCE,72214.86,1,72422.83,253,0.3,0.499,49,1
11988,455958280,RETAIL,32612.37,10,31935.59,1669,0.35,0.448,5,0
11989,178550209,TOURISM,61053.1,6,54330.78,414,0.45,0.195,14,0
11990,767943016,CONSTRUCTION,60931.54,11,62114.08,1662,0.55,0.316,11,0
11991,539637865,TECH,37278.05,5,39718.19,1116,0.15,0.793,196,0
11992,775414727,TOURISM,109148.74,4,102848.0,976,0.45,0.23,38,0
11993,814961678,AGRICULTURE,52775.8,0,61261.31,971,0.4,0.091,2,0
11994,680160951,AGRICULTURE,71102.05,7,47526.98,116,0.4,0.432,10,0
11995,663801660,HEALTHCARE,36247.58,9,31109.8,709,0.2,0.63,21,0
11996,661598120,AGRICULTURE,39849.38,8,26937.89,1110,0.4,0.329,9,0
11997,992894644,TECH,26667.43,0,6397.29,453,0.15,0.609,35,0
11998,240251034,TOURISM,0,3,0,419,0.45,0.377,21,0
11999,865684156,AGRICULTURE,52767.03,12,63677.94,204,0.4,0.583,32,0
12000,948343215,CONSTRUCTION,14958.56,6,11623.5,1696,0.55,0.395,4,0
12001,676791319,TOURISM,87552.18,1,37980.65,1624,0.45,0.665,29,0
12002,113294105,TECH,7122.51,12,9438.61,707,0.15,0.542,152,0
12003,063446394,TECH,29828.69,10,24216.04,1817,0.15,0.086,118,0
12004,765501682,TOURISM,16677.94,2,10907.45,740,0.45,0.574,23,0
12005,998149496,HEALTHCARE,60325.73,7,65768.82,784,0.2,0.242,49,0
12006,527139107,RETAIL,83808.51,0,59623.88,745,0.35,0.193,45,0
12007,115493479,AGRICULTURE,43389.46,6,27531.96,153,0.4,0.686,30,0
12008,709314925,HEALTHCARE,84090.24,5,58925.27,1301,0.2,0.771,36,0
12009,333228650,AGRICULTURE,7391.14,6,2012.59,372,0.4,0.741,14,0
12010,504320381,TECH,76189.33,1,46984.23,282,0.15,0.079,29,0
12011,239694815,RETAIL,54263.01,11,51572.01,1236,0.35,0.088,50,0
12012,421252855,TECH,48745.64,7,66637.62,925,0.15,0.077,36,0
12013,046142624,TECH,27713.85,2,11909.61,383,0.15,0.359,97,0
12014,781011231,TECH,55237.49,9,29654.09,1701,0.15,0.632,163,0
12015,699073091,TECH,45789.91,5,19294.23,751,0.15,0.443,23,0
12016,707792417,TOURISM,49273.56,0,38963.88,1012,0.45,0.728,48,0
12017,879795739,RETAIL,38177.07,9,39662.46,1647,0.35,0.528,47,0
12018,883300392,FINANCE,33981.37,2,15124.5,1150,0.3,0.803,24,0
12019,933562156,FINANCE,115934.88,1,84829.94,517,0.3,0.403,3,0
12020,235519994,FINANCE,70032.56,7,62506.17,1601,0.3,0.063,36,0
12021,114652844,RETAIL,85117.73,3,88503.33,423,0.35,0.428,28,0
12022,452424504,AGRICULTURE,55527.65,6,41839.07,1681,0.4,0.581,24,0
12023,788014470,TECH,33541.5,11,31905.84,706,0.15,0.166,148,0
12024,229690568,AGRICULTURE,57344.83,8,33557.66,19,0.4,0.256,34,0
12025,179827248,CONSTRUCTION,78614.95,1,49914.03,657,0.55,0.232,45,0
12026,149869589,CONSTRUCTION,62687.17,11,42466.56,1555,0.55,0.621,34,0
12027,644009258,RETAIL,64150.82,11,36665.24,126,0.35,0.143,1,0
12028,848339790,HEALTHCARE,36158.37,4,53812.13,1309,0.2,0.46,27,0
12029,567583328,HEALTHCARE,73084.79,5,39993.01,81,0.2,0.38,33,0
12030,095965983,AGRICULTURE,42398.19,2,30606.95,637,0.4,0.783,30,0
12031,737522999,TECH,87296.46,4,77266.62,481,0.15,0.121,110,0
12032,621502760,TOURISM,58121.94,8,68306.72,726,0.45,0.508,49,0
12033,589047712,AGRICULTURE,71314.58,1,62532.59,701,0.4,0.141,24,0
12034,323293174,FINANCE,70006.3,4,59744.34,917,0.3,0.22,30,0
12035,002177069,HEALTHCARE,42463.47,8,40015.85,395,0.2,0.751,27,0
12036,011835883,HEALTHCARE,35405.26,0,18575.16,56,0.2,0.4,39,0
12037,213467779,FINANCE,71637.11,2,54948.04,1713,0.3,0.792,46,0
12038,681229045,TECH,10767.73,5,6319.2,333,0.15,0.158,143,0
12039,014327688,TECH,73593.91,2,30337.54,1398,0.15,0.786,1,0
12040,854864445,TOURISM,69551.3,1,66263.49,1328,0.45,0.181,38,0
12041,799386510,FINANCE,45208.46,3,57533.61,122,0.3,0.436,13,0
12042,209161762,CONSTRUCTION,40919.47,4,35268.28,653,0.55,0.651,3,0
12043,934964991,TECH,44665.67,3,45903.59,340,0.15,0.847,70,0
12044,728596363,AGRICULTURE,60789.24,4,61548.33,1585,0.4,0.556,15,0
12045,627787166,HEALTHCARE,70483.46,7,70192.54,212,0.2,0.504,42,0
12046,643971425,CONSTRUCTION,5888.2,3,4701.48,936,0.55,0.15,31,0
12047,885128080,FINANCE,54706.15,7,44351.23,1574,0.3,0.177,5,0
12048,496054850,FINANCE,80287.9,2,115988.46,242,0.3,0.425,4,0
12049,373773460,AGRICULTURE,30676.9,3,35375.65,87,0.4,0.57,38,0
12050,477960627,FINANCE,92982.75,2,51929.64,268,0.3,0.07,41,0
12051,808171902,AGRICULTURE,57225.5,8,43082.3,1175,0.4,0.449,23,0
12052,159211802,TOURISM,47931.98,11,52534.33,1775,0.45,0.265,25,0
12053,218512121,CONSTRUCTION,14193.59,8,11119.21,936,0.55,0.805,18,0
12054,842931210,FINANCE,51435.37,6,57087.87,1742,0.3,0.53,16,0
12055,260808057,AGRICULTURE,109217.13,12,80415.24,1640,0.4,0.841,1,1
12056,908440212,AGRICULTURE,51210.6,5,40619.73,318,0.4,0.057,44,0
12057,069132317,TECH,29004.06,3,13529.12,11,0.15,0.68,19,0
12058,928831686,TOURISM,58981.28,0,3330.07,1272,0.45,0.748,6,1
12059,165935863,TOURISM,2402.09,12,2185.58,1416,0.45,0.589,29,0
12060,258364472,RETAIL,68217.95,5,49198.17,1420,0.35,0.437,18,0
12061,950859627,TOURISM,34084.81,10,15978.5,474,0.45,0.72,46,0
12062,608858831,TOURISM,42736.85,9,36096.25,841,0.45,0.527,16,0
12063,386131354,TECH,42631.65,12,23963.98,532,0.15,0.093,56,0
12064,903224969,TECH,0,3,0,30,0.15,0.46,24,0
12065,762508810,HEALTHCARE,8866.07,9,6981.56,95,0.2,0.311,35,0
12066,728810180,AGRICULTURE,23357.42,3,22574.76,930,0.4,0.34,1,0
12067,790046094,TOURISM,29454.16,8,17361.34,1494,0.45,0.061,32,0
12068,800386154,TECH,16057.81,4,16250.67,504,0.15,0.666,194,0
12069,561777052,HEALTHCARE,29600.52,11,12024.19,42,0.2,0.585,11,0
12070,480770068,HEALTHCARE,38692.81,7,47542.12,1307,0.2,0.44,4,0
12071,245407485,RETAIL,49341.29,9,54518.5,131,0.35,0.557,28,0
12072,930125089,TOURISM,49818.33,4,43255.35,961,0.45,0.199,25,0
12073,780043777,RETAIL,24674.17,3,10149.3,1519,0.35,0.443,27,0
12074,217307804,AGRICULTURE,68314.32,1,41488.8,334,0.4,0.283,41,0
12075,399037631,HEALTHCARE,67716.53,7,43531.3,1438,0.2,0.34,2,0
12076,636777514,HEALTHCARE,46095.75,10,43819.65,17,0.2,0.422,38,0
12077,314767411,CONSTRUCTION,22753.97,11,11127.02,804,0.55,0.07,40,0
12078,687301768,TECH,54848.04,12,44632.85,1454,0.15,0.617,3,0
12079,525083962,AGRICULTURE,37808.12,11,20498.69,1202,0.4,0.342,36,0
12080,260697441,HEALTHCARE,39347.0,6,35724.7,773,0.2,0.16,16,0
12081,349616703,TOURISM,38350.85,10,43379.59,408,0.45,0.34,44,0
12082,949346703,HEALTHCARE,63914.12,4,78841.4,640,0.2,0.394,44,0
12083,409246903,RETAIL,75343.45,12,68941.99,225,0.35,0.543,35,0
12084,346087609,AGRICULTURE,61012.84,10,21301.55,1012,0.4,0.662,11,0
12085,699648914,FINANCE,87831.67,2,86674.96,875,0.3,0.757,1,0
12086,080558823,TOURISM,22965.8,2,20695.06,608,0.45,0.779,35,0
12087,593043269,TECH,74338.15,9,112254.42,1052,0.15,0.356,138,0
12088,931063131,RETAIL,31135.38,8,28946.74,227,0.35,0.354,2,0
12089,124820418,AGRICULTURE,60065.75,0,43999.84,1491,0.4,0.752,49,1
12090,529735666,TOURISM,109542.46,5,124126.29,1393,0.45,0.12,47,0
12091,037088725,RETAIL,79836.56,2,93731.61,218,0.35,0.139,6,0
12092,110998210,RETAIL,35466.25,8,42695.87,1441,0.35,0.158,37,0
12093,644196684,CONSTRUCTION,86775.21,3,126971.91,673,0.55,0.462,37,0
12094,527847797,TECH,38975.29,5,15313.6,810,0.15,0.264,25,0
12095,890992268,AGRICULTURE,29250.92,2,23534.01,1189,0.4,0.309,26,0
12096,049216066,RETAIL,34702.17,12,22613.43,156,0.35,0.074,42,0
12097,649135814,HEALTHCARE,71499.31,0,52884.44,215,0.2,0.758,26,1
12098,218591344,HEALTHCARE,23152.63,2,4395.42,1809,0.2,0.543,6,0
12099,951164570,AGRICULTURE,24225.89,10,14438.44,1142,0.4,0.098,2,0
12100,934244555,FINANCE,42729.42,10,53271.7,1615,0.3,0.39,28,0
12101,757601283,HEALTHCARE,67433.31,2,68830.04,1792,0.2,0.679,3,0
12102,371430904,RETAIL,139711.46,1,116798.57,1606,0.35,0.175,49,0
12103,291472038,FINANCE,77176.83,2,65125.66,1124,0.3,0.724,47,0
12104,870278447,TOURISM,34823.19,2,38423.02,1229,0.45,0.464,46,0
12105,492872786,RETAIL,23892.98,4,8986.25,1034,0.35,0.515,21,0
12106,334219729,AGRICULTURE,3860.53,8,3895.8,1489,0.4,0.36,14,0
12107,483697436,TOURISM,34778.93,2,26941.96,1711,0.45,0.644,44,0
12108,133547212,FINANCE,68126.88,9,70824.91,1239,0.3,0.28,49,0
12109,278900642,AGRICULTURE,0,6,0,410,0.4,0.487,47,0
12110,990029623,TOURISM,51587.49,12,31641.47,1577,0.45,0.133,5,0
12111,049283822,HEALTHCARE,82209.74,8,89291.05,363,0.2,0.794,10,0
12112,699236195,TOURISM,16176.15,2,10166.05,1411,0.45,0.508,39,0
12113,578503575,CONSTRUCTION,53767.19,10,29381.72,1693,0.55,0.588,6,0
12114,903957514,TECH,13650.33,3,10097.85,1220,0.15,0.388,27,0
12115,718260255,FINANCE,34798.19,8,16236.86,1694,0.3,0.806,33,0
12116,515590064,FINANCE,88795.0,12,66070.48,1463,0.3,0.827,7,0
12117,137327599,HEALTHCARE,56890.82,10,57100.33,267,0.2,0.684,28,0
12118,004891452,FINANCE,76254.44,6,27280.07,766,0.3,0.783,33,0
12119,505130924,RETAIL,33047.0,4,9237.17,1329,0.35,0.678,35,0
12120,959340071,CONSTRUCTION,81822.74,0,56618.58,1302,0.55,0.532,39,1
12121,418367566,FINANCE,116433.57,1,97158.29,441,0.3,0.589,20,0
12122,747598580,HEALTHCARE,0,0,0,1672,0.2,0.188,39,0
12123,278563673,CONSTRUCTION,18554.82,10,16325.66,46,0.55,0.246,28,0
12124,976317554,RETAIL,87828.71,9,116125.15,1219,0.35,0.554,21,0
12125,585447783,TECH,43084.55,0,59387.16,509,0.15,0.313,166,0
12126,061461586,AGRICULTURE,51439.92,5,23347.04,407,0.4,0.262,29,0
12127,045479540,FINANCE,69688.41,2,69759.18,936,0.3,0.759,19,0
12128,270970994,HEALTHCARE,40441.88,3,41911.01,1801,0.2,0.234,26,0
12129,080035711,TOURISM,42673.34,5,42458.05,136,0.45,0.647,43,0
12130,915171599,TECH,32262.92,4,24784.2,370,0.15,0.427,67,0
12131,703245508,AGRICULTURE,38232.32,4,19903.83,370,0.4,0.24,39,0
12132,431219275,CONSTRUCTION,0,6,0,1086,0.55,0.508,35,0
12133,927201508,FINANCE,87534.07,2,61499.92,1048,0.3,0.623,31,0
12134,137679711,RETAIL,25898.27,4,18009.36,72,0.35,0.26,15,0
12135,273589179,RETAIL,27541.67,11,16668.18,141,0.35,0.575,24,0
12136,480236160,HEALTHCARE,0,1,0,1760,0.2,0.357,12,0
12137,351941329,AGRICULTURE,34284.68,12,32236.77,1470,0.4,0.499,14,0
12138,070713581,AGRICULTURE,59435.03,1,63609.64,515,0.4,0.556,45,1
12139,887541814,HEALTHCARE,26196.92,9,11764.79,1358,0.2,0.82,24,0
12140,698095667,HEALTHCARE,10598.29,0,10914.5,835,0.2,0.686,29,0
12141,430316873,FINANCE,88618.4,5,33383.24,1335,0.3,0.746,45,0
12142,088450398,CONSTRUCTION,44154.46,2,38765.57,179,0.55,0.692,8,0
12143,534856337,CONSTRUCTION,28331.45,12,38107.28,508,0.55,0.347,26,0
12144,654807040,RETAIL,10332.92,4,7020.98,1786,0.35,0.46,34,0
12145,767373719,FINANCE,112271.88,11,25110.4,1774,0.3,0.562,48,0
12146,325743022,RETAIL,59607.98,11,52823.94,1531,0.35,0.795,40,0
12147,421243616,FINANCE,109946.38,1,89026.44,1479,0.3,0.07,19,0
12148,568545978,FINANCE,103187.36,9,106483.52,1455,0.3,0.776,45,0
12149,382762383,TOURISM,56419.28,9,39005.59,404,0.45,0.723,36,0
12150,742616889,HEALTHCARE,87302.73,2,89926.25,1474,0.2,0.066,15,0
12151,288983343,RETAIL,37222.91,11,16300.45,566,0.35,0.514,48,0
12152,257667116,TECH,23466.4,12,14739.93,1766,0.15,0.177,2,0
12153,344318282,RETAIL,46908.69,10,56376.07,662,0.35,0.067,14,0
12154,035451122,FINANCE,87736.44,3,45074.62,1805,0.3,0.078,20,0
12155,507921895,CONSTRUCTION,3302.72,5,2785.75,1395,0.55,0.1,46,0
12156,130327543,RETAIL,23661.99,4,27089.77,296,0.35,0.256,6,0
12157,703662621,HEALTHCARE,75890.34,0,76340.31,1822,0.2,0.686,49,0
12158,068448254,HEALTHCARE,30383.87,0,25410.76,653,0.2,0.54,3,0
12159,620470162,RETAIL,90167.95,3,77337.79,464,0.35,0.697,40,0
12160,595449571,AGRICULTURE,73815.75,3,40625.33,184,0.4,0.625,36,0
12161,863649882,TOURISM,63587.58,5,7833.55,254,0.45,0.522,47,0
12162,890139649,TOURISM,17890.11,4,12681.15,1706,0.45,0.577,16,0
12163,835798795,FINANCE,48879.4,10,60773.72,53,0.3,0.063,45,0
12164,420634234,TECH,34355.57,7,26967.62,1769,0.15,0.059,29,0
12165,900177580,AGRICULTURE,37102.46,3,20468.29,1551,0.4,0.302,48,0
12166,564150544,TECH,0,8,0,85,0.15,0.258,95,0
12167,540481593,HEALTHCARE,54815.74,4,32119.53,1095,0.2,0.255,41,0
12168,441979272,TECH,49018.0,10,45549.91,513,0.15,0.694,188,0
12169,954276856,AGRICULTURE,10280.95,10,11518.01,981,0.4,0.585,33,0
12170,825087556,TOURISM,60507.79,12,54432.26,1065,0.45,0.515,47,0
12171,999329297,TOURISM,47399.76,6,43829.52,198,0.45,0.799,9,0
12172,458700475,HEALTHCARE,52458.79,7,40525.93,306,0.2,0.145,18,0
12173,512590098,TECH,68755.79,11,42290.96,1419,0.15,0.514,64,0
12174,397176972,RETAIL,42975.85,12,37868.88,768,0.35,0.674,47,0
12175,029621502,TECH,20724.09,7,5546.44,634,0.15,0.126,74,0
12176,098875151,AGRICULTURE,34783.84,12,21306.59,515,0.4,0.067,23,0
12177,657567193,AGRICULTURE,85656.43,1,73800.45,1766,0.4,0.414,3,0
12178,919519489,CONSTRUCTION,62595.27,1,52592.29,1381,0.55,0.31,38,0
12179,477939827,TECH,61931.57,5,64083.66,372,0.15,0.636,36,0
12180,185872202,TECH,47140.89,5,43404.76,864,0.15,0.482,95,0
12181,646497589,TECH,31086.33,5,26537.42,1447,0.15,0.816,119,0
12182,084414553,TECH,18871.09,6,19079.81,1102,0.15,0.601,174,0
12183,610993314,CONSTRUCTION,9355.64,10,12343.71,1338,0.55,0.311,2,0
12184,171866348,FINANCE,53000.44,9,44538.98,1033,0.3,0.549,31,0
12185,328595004,RETAIL,36132.46,11,28140.4,627,0.35,0.223,0,0
12186,502243513,RETAIL,51867.33,0,22579.76,555,0.35,0.118,19,0
12187,403616520,CONSTRUCTION,58761.24,4,32895.19,890,0.55,0.422,47,0
12188,087121531,HEALTHCARE,49886.29,1,43017.88,1182,0.2,0.365,37,0
12189,262719734,AGRICULTURE,75704.09,4,81298.06,1239,0.4,0.32,32,0
12190,413035678,RETAIL,47818.14,4,56855.49,369,0.35,0.403,6,0
12191,353163701,RETAIL,54324.59,4,55353.29,1179,0.35,0.71,5,0
12192,520948857,TECH,33197.6,1,31140.47,1330,0.15,0.122,124,0
12193,172415692,AGRICULTURE,82746.61,8,20949.4,976,0.4,0.47,5,0
12194,851497579,HEALTHCARE,43349.81,9,46091.23,1748,0.2,0.355,41,0
12195,198628687,CONSTRUCTION,20968.66,11,10525.05,1010,0.55,0.746,47,0
12196,941232570,AGRICULTURE,62239.27,5,58511.11,1566,0.4,0.268,33,0
12197,733891664,HEALTHCARE,57447.26,2,34878.78,1354,0.2,0.728,0,0
12198,293689980,TOURISM,81864.58,9,103432.05,526,0.45,0.609,47,0
12199,543550864,TECH,42374.8,6,30968.53,1289,0.15,0.479,73,0
12200,377607755,TOURISM,55708.58,4,47441.69,1594,0.45,0.496,21,0
12201,063593626,CONSTRUCTION,60576.94,11,43083.85,1753,0.55,0.611,18,0
12202,338040461,RETAIL,34352.9,9,12902.3,1571,0.35,0.065,46,0
12203,657701382,TECH,13479.05,4,16631.12,396,0.15,0.329,168,0
12204,396174747,RETAIL,0,11,0,1385,0.35,0.459,42,0
12205,447262620,AGRICULTURE,0,10,0,1372,0.4,0.583,33,0
12206,516574724,FINANCE,67649.66,9,48797.15,1147,0.3,0.521,14,0
12207,132078857,RETAIL,74394.61,9,36078.96,1498,0.35,0.052,38,0
12208,184197497,TECH,32637.36,2,10935.26,1612,0.15,0.811,40,0
12209,258095582,TOURISM,52925.8,7,28874.7,1252,0.45,0.636,36,0
12210,409396561,AGRICULTURE,0,4,0,1246,0.4,0.481,5,0
12211,669651887,TECH,12717.08,8,8624.75,1293,0.15,0.787,84,0
12212,982894227,TECH,35115.98,10,29315.44,659,0.15,0.456,178,0
12213,400260902,TECH,92354.92,3,107401.23,1364,0.15,0.201,118,0
12214,070369037,TOURISM,49749.25,11,21437.51,750,0.45,0.393,8,0
12215,194959635,RETAIL,9049.05,7,7413.42,706,0.35,0.235,18,0
12216,159042723,RETAIL,56730.21,1,54441.85,460,0.35,0.17,9,0
12217,032668079,TECH,44969.42,5,52205.88,1147,0.15,0.208,184,0
12218,160966279,HEALTHCARE,44066.64,7,22381.46,1605,0.2,0.607,13,0
12219,331924322,CONSTRUCTION,75737.57,10,89518.04,238,0.55,0.321,0,0
12220,008144035,CONSTRUCTION,24240.07,3,9339.5,997,0.55,0.494,43,0
12221,896192386,TECH,37450.77,12,14335.07,1113,0.15,0.592,200,0
12222,342093591,FINANCE,61470.3,6,44810.46,1414,0.3,0.477,17,0
12223,191090559,TOURISM,32782.25,9,15798.64,11,0.45,0.827,43,0
12224,083586722,FINANCE,92304.14,9,18409.14,1812,0.3,0.57,43,0
12225,905014214,AGRICULTURE,34915.23,10,24622.46,150,0.4,0.076,40,0
12226,736160930,TOURISM,65866.28,9,90838.33,536,0.45,0.295,39,0
12227,231356551,HEALTHCARE,100392.46,11,62473.32,193,0.2,0.653,44,0
12228,506134229,AGRICULTURE,46319.92,6,28897.38,1246,0.4,0.669,31,0
12229,916690860,FINANCE,123461.48,1,120592.64,1187,0.3,0.332,36,0
12230,936205808,CONSTRUCTION,70559.02,8,25581.31,884,0.55,0.394,4,0
12231,684080190,HEALTHCARE,72461.48,11,72061.27,1129,0.2,0.234,28,0
12232,735832375,CONSTRUCTION,56040.47,11,39871.66,180,0.55,0.058,30,0
12233,290020173,CONSTRUCTION,42647.11,3,14624.46,689,0.55,0.759,15,0
12234,207895267,HEALTHCARE,33223.7,10,27885.0,1772,0.2,0.773,6,0
12235,360021318,HEALTHCARE,31899.58,11,25665.32,1810,0.2,0.688,13,0
12236,252202800,HEALTHCARE,24468.87,12,24039.11,269,0.2,0.385,20,0
12237,578850839,TOURISM,25192.57,3,14572.11,1527,0.45,0.701,34,0
12238,151597340,CONSTRUCTION,79689.56,11,81787.88,1199,0.55,0.261,39,0
12239,249053158,FINANCE,73292.61,10,51915.32,1192,0.3,0.292,37,0
12240,599691273,CONSTRUCTION,72214.21,2,45937.87,756,0.55,0.559,13,0
12241,438082010,HEALTHCARE,54688.29,10,28852.96,881,0.2,0.624,41,0
12242,022418403,AGRICULTURE,45703.59,7,29908.06,178,0.4,0.779,15,0
12243,434868610,RETAIL,65816.96,3,58884.77,1733,0.35,0.844,31,0
12244,631486260,HEALTHCARE,61987.78,7,60334.29,868,0.2,0.068,7,0
12245,581014705,HEALTHCARE,25440.11,10,28760.05,1519,0.2,0.599,14,0
12246,200401891,TOURISM,65873.87,2,52973.88,1375,0.45,0.825,4,0
12247,318137710,TOURISM,53680.36,11,17098.77,359,0.45,0.768,26,0
12248,860112856,FINANCE,77301.38,7,91131.49,560,0.3,0.558,21,0
12249,445211011,HEALTHCARE,30219.07,2,34306.73,1283,0.2,0.43,15,0
12250,289072468,TECH,42370.96,12,34818.84,889,0.15,0.198,48,0
12251,538435059,HEALTHCARE,89619.97,6,38544.35,1710,0.2,0.223,21,0
12252,178354313,TECH,24522.57,2,26992.73,869,0.15,0.333,46,0
